Symbol,Company Name,ISIN Code,Series
WAAREEENER,Waaree Energies Limited,INE377N01017,EQ
WAAREEINDO,Indosolar Limited,INE866K01023,EQ
WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,EQ
WABAG,VA Tech Wabag Limited,INE956G01038,EQ
WAKEFIT,Wakefit Innovations Limited,INE0E7301029,EQ
WALCHANNAG,Walchandnagar Industries Limited,INE711A01022,EQ
WANBURY,Wanbury Limited,INE107F01022,EQ
WARDINMOBI,Wardwizard Innovations & Mobility Limited,INE945P01024,EQ
WATERBASE,Waterbase Limited,INE054C01015,EQ
WCIL,Western Carriers (India) Limited,INE0CJF01024,EQ
WEALTH,Wealth First Portfolio Managers Limited,INE658T01017,EQ
WEBELSOLAR,Websol Energy System Limited,INE855C01023,EQ
WEIZMANIND,Weizmann Limited,INE080A01014,EQ
WEL,Wonder Electricals Limited,INE02WG01024,EQ
WELCORP,Welspun Corp Limited,INE191B01025,EQ
WELENT,Welspun Enterprises Limited,INE625G01013,EQ
WELSPLSOL,Welspun Specialty Solutions Limited,INE731F01037,EQ
WELSPUNLIV,Welspun Living Limited,INE192B01031,EQ
WENDT,Wendt (India) Limited,INE274C01019,EQ
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,EQ
WEWIN,WE WIN LIMITED,INE082W01014,EQ
WEWORK,WeWork India Management Limited,INE085001019,EQ
WHBRADY,WH Brady & Company Limited,INE855A01019,EQ
WHEELS,Wheels India Limited,INE715A01015,EQ
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,EQ
WILLAMAGOR,Williamson Magor & Company Limited,INE210A01017,EQ
WINDLAS,Windlas Biotech Limited,INE0H5O01029,EQ
WINDMACHIN,Windsor Machines Limited,INE052A01021,EQ
WIPL,The Western India Plywoods Limited,INE215F01023,EQ
WIPRO,Wipro Limited,INE075A01022,EQ
WOCKPHARMA,Wockhardt Limited,INE049B01025,EQ
WONDERLA,Wonderla Holidays Limited,INE066O01014,EQ
WORTHPERI,Worth Peripherals Limited,INE196Y01018,EQ
WPIL,WPIL Limited,INE765D01022,EQ
WSI,W S Industries (I) Limited,INE100D01014,EQ
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,EQ
XCHANGING,Xchanging Solutions Limited,INE692G01013,EQ
XELPMOC,Xelpmoc Design And Tech Limited,INE01P501012,EQ
XPROINDIA,Xpro India Limited,INE445C01015,EQ
XTGLOBAL,Xtglobal Infotech Limited,INE547B01028,EQ
XTRANET,Xtranet Technologies Limited,INE0NG701011,EQ
YASHO,Yasho Industries Limited,INE616Z01012,EQ
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,EQ
YATRA,Yatra Online Limited,INE0JR601024,EQ
YESBANK,Yes Bank Limited,INE528G01035,EQ
YOGI,Yogi Limited,INE290E01011,EQ
YUKEN,Yuken India Limited,INE384C01016,EQ
ZAGGLE,Zaggle Prepaid Ocean Services Limited,INE07K301024,EQ
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,EQ
ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,EQ
ZENITHEXPO,Zenith Exports Limited,INE058B01018,EQ
ZENITHSTL,Zenith Steel Pipes & Industries Limited,INE318D01020,EQ
ZENSARTECH,Zensar Technologies Limited,INE520A01027,EQ
ZENTEC,Zen Technologies Limited,INE251B01027,EQ
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,EQ
ZFSTEERING,ZF Steering Gear (India) Limited,INE116C01012,EQ
ZIMLAB,Zim Laboratories Limited,INE518E01015,EQ
ZODIAC,Zodiac Energy Limited,INE761Y01019,EQ
ZODIACLOTH,Zodiac Clothing Company Limited,INE206B01013,EQ
ZOTA,Zota Health Care LImited,INE358U01012,EQ
ZSARACOM,Saraswati Commercial India Limited,INE967G01019,EQ
ZUARI,Zuari Agro Chemicals Limited,INE840M01016,EQ
ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,EQ
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,EQ
ZYDUSWELL,Zydus Wellness Limited,INE768C01028,EQ
