Symbol,Company Name,ISIN Code,Series
CONCORDBIO,Concord Biotech Limited,INE338H01029,EQ
CONFIPET,Confidence Petroleum India Limited,INE552D01024,EQ
CONTROLPR,Control Print Limited,INE663B01015,EQ
CORALFINAC,Coral India Finance & Housing Limited,INE558D01021,EQ
CORDELIA,Waterways Leisure Tourism Limited,INE0LZF01039,EQ
COROMANDEL,Coromandel International Limited,INE169A01031,EQ
CORONA,CORONA Remedies Limited,INE02ZQ01018,EQ
COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,EQ
CPCAP,CP Capital Limited,INE521J01018,EQ
CPEDU,Career Point Edutech Limited,INE0P6P01016,EQ
CPL,Captain Polyplast Limited,INE536P01021,EQ
CPPLUS,Aditya Infotech Limited,INE819V01029,EQ
CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,EQ
CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,EQ
CRAVATEX,Cravatex Limited,INE145E01017,EQ
CREATIVEYE,Creative Eye Limited,INE230B01021,EQ
CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,EQ
CREST,Crest Ventures Limited,INE559D01011,EQ
CRISIL,Crisil Limited,INE007A01025,EQ
CRIZAC,Crizac Limited,INE0S4R01014,EQ
CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,EQ
CROWN,Crown Lifters Limited,INE491V01019,EQ
CSBBANK,CSB Bank Limited,INE679A01013,EQ
CSLFINANCE,CSL Finance Limited,INE718F01018,EQ
CSM,CSM Technologies Limited,INE0ZK601013,EQ
CUB,City Union Bank Limited,INE491A01021,EQ
CUBEXTUB,Cubex Tubings Limited,INE144D01012,EQ
CUMMINSIND,Cummins India Limited,INE298A01020,EQ
CUPID,Cupid Limited,INE509F01029,EQ
CURAA,Cura Technologies Limited,INE117B01020,EQ
CYBERMEDIA,Cyber Media (India) Limited,INE278G01037,EQ
CYIENT,Cyient Limited,INE136B01020,EQ
CYIENTDLM,Cyient DLM Limited,INE055S01018,EQ
DABUR,Dabur India Limited,INE016A01026,EQ
DAICHI,Dai-Ichi Karkaria Limited,INE928C01010,EQ
DALBHARAT,Dalmia Bharat Limited,INE00R701025,EQ
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,EQ
DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,EQ
DANGEE,Dangee Dums Limited,INE688Y01022,EQ
DATAMATICS,Datamatics Global Services Limited,INE365B01017,EQ
DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,EQ
DAVANGERE,Davangere Sugar Company Limited,INE179G01029,EQ
DBCORP,D.B.Corp Limited,INE950I01011,EQ
DBL,Dilip Buildcon Limited,INE917M01012,EQ
DBOL,Dhampur Bio Organics Limited,INE0I3401014,EQ
DBREALTY,Valor Estate Limited,INE879I01012,EQ
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,EQ
DCBBANK,DCB Bank Limited,INE503A01015,EQ
DCI,Dc Infotech And Communication Limited,INE0A1101019,EQ
DCMFINSERV,DCM Financial Services Limited,INE891B01012,EQ
DCMNVL,DCM Nouvelle Limited,INE08KP01019,EQ
DCMSHRIRAM,DCM Shriram Limited,INE499A01024,EQ
DCMSIL,DCM Shriram International Limited,INE0OU201013,EQ
DCMSRIND,DCM Shriram Industries Limited,INE843D01027,EQ
DCW,DCW Limited,INE500A01029,EQ
DCXINDIA,DCX Systems Limited,INE0KL801015,EQ
DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,EQ
DECCANCE,Deccan Cements Limited,INE583C01021,EQ
DECNGOLD,Deccan Gold Mines Limited,INE945F01025,EQ
DEEDEV,DEE Development Engineers Limited,INE841L01016,EQ
DEEP,Deep Polymers Limited,INE00IY01012,EQ
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,EQ
DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,EQ
DEEPINDS,Deep Industries Limited,INE0FHS01024,EQ
DELHIVERY,Delhivery Limited,INE148O01028,EQ
DELTACORP,Delta Corp Limited,INE124G01033,EQ
DELTAMAGNT,Delta Manufacturing Limited,INE393A01011,EQ
DEN,Den Networks Limited,INE947J01015,EQ
DENORA,De Nora India Limited,INE244A01016,EQ
DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,EQ
DEVIT,Dev Information Technology Limited,INE060X01034,EQ
DEVX,Dev Accelerator Limited,INE0VOV01021,EQ
DEVYANI,Devyani International Limited,INE872J01023,EQ
DGCONTENT,Digicontent Limited,INE03JI01017,EQ
DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,EQ
DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,EQ
DHANUKA,Dhanuka Agritech Limited,INE435G01025,EQ
DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,EQ
DHATRE,Dhatre Udyog Limited,INE715T01031,EQ
DHOOTTRANS,Dhoot Transmission Limited,INE01NH01023,EQ
DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,EQ
DHUNINV,Dhunseri Investments Limited,INE320L01011,EQ
DIAMINESQ,Diamines & Chemicals Limited,INE591D01014,EQ
DIAMONDYD,Prataap Snacks Limited,INE393P01035,EQ
DICIND,DIC India Limited,INE303A01010,EQ
DIFFNKG,Diffusion Engineers Limited,INE184O01015,EQ
DIGIDRIVE,Digidrive Distributors Limited,INE0PSC01024,EQ
DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,EQ
DIGITIDE,Digitide Solutions Limited,INE0U4701011,EQ
DIGJAMLMTD,Digjam Limited,INE731U01028,EQ
DISAQ,Disa India Limited,INE131C01011,EQ
DISHTV,Dish TV India Limited,INE836F01026,EQ
DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,EQ
DIVISLAB,Divi's Laboratories Limited,INE361B01024,EQ
DIXON,Dixon Technologies (India) Limited,INE935N01020,EQ
DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,EQ
DLF,DLF Limited,INE271C01023,EQ
DLINKINDIA,D-Link (India) Limited,INE250K01012,EQ
DMART,Avenue Supermarts Limited,INE192R01011,EQ
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,EQ
DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,EQ
DODLA,Dodla Dairy Limited,INE021O01019,EQ
DOLATALGO,Dolat Algotech Limited,INE966A01022,EQ
DOLLAR,Dollar Industries Limited,INE325C01035,EQ
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,EQ
DOMS,DOMS Industries Limited,INE321T01012,EQ
DONEAR,Donear Industries Limited,INE668D01028,EQ
DPABHUSHAN,D. P. Abhushan Limited,INE266Y01019,EQ
DRAGARWQ,Dr Agarwals Eye Hospital Limited,INE934C01018,EQ
DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,EQ
DREAMFOLKS,Dreamfolks Services Limited,INE0JS101016,EQ
DREDGECORP,Dredging Corporation of India Limited,INE506A01018,EQ
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,EQ
DSSL,Dynacons Systems & Solutions Limited,INE417B01040,EQ
DTIL,Dhunseri Tea & Industries Limited,INE341R01014,EQ
DUCON,Ducon Infratechnologies Limited,INE741L01018,EQ
DVL,Dhunseri Ventures Limited,INE477B01010,EQ
DWARKESH,Dwarikesh Sugar Industries Limited,INE366A01041,EQ
DYCL,Dynamic Cables Limited,INE600Y01019,EQ
DYNAMATECH,Dynamatic Technologies Limited,INE221B01012,EQ
DYNPRO,Dynemic Products Limited,INE256H01015,EQ
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,EQ
EASTWEST,East West Freight Carriers Limited,INE595R01023,EQ
EBGNG,GNG Electronics Limited,INE18JU01028,EQ
EBIX,EBIX Limited,INE432F01032,EQ
ECLERX,eClerx Services Limited,INE738I01010,EQ
ECORECO,Eco Recycling Limited,INE316A01038,EQ
EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,EQ
EFCIL,EFC (I) Limited,INE886D01026,EQ
EICHERMOT,Eicher Motors Limited,INE066A01021,EQ
EIDPARRY,EID Parry India Limited,INE126A01031,EQ
EIEL,Enviro Infra Engineers Limited,INE0LLY01014,EQ
EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,EQ
EIHOTEL,EIH Limited,INE230A01023,EQ
EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,EQ
EKC,Everest Kanto Cylinder Limited,INE184H01027,EQ
EKI,EKI Energy Services Limited,INE0CPR01018,EQ
ELANTAS,Elantas Beck India Limited,INE280B01018,EQ
ELCIDIN,EL CID Investments Limited,INE927X01018,EQ
ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,EQ
ELECON,Elecon Engineering Company Limited,INE205B01031,EQ
ELECTCAST,Electrosteel Castings Limited,INE086A01029,EQ
ELECTHERM,Electrotherm (India) Limited,INE822G01016,EQ
ELGIEQUIP,Elgi Equipments Limited,INE285A01027,EQ
ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,EQ
ELIN,Elin Electronics Limited,INE050401020,EQ
ELITECON,Elitecon International Limited,INE669R01026,EQ
ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,EQ
ELPROINTL,Elpro International Limited,INE579B01039,EQ
EMAMILTD,Emami Limited,INE548C01032,EQ
EMAMIREAL,Emami Realty Limited,INE778K01012,EQ
EMBDL,Embassy Developments Limited,INE069I01010,EQ
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,EQ
EMIL,Electronics Mart India Limited,INE02YR01019,EQ
EMKAY,Emkay Global Financial Services Limited,INE296H01011,EQ
EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,EQ
EMPIND,Empire Industries Limited,INE515H01014,EQ
EMPOWER,Empower India Limited,INE507F01023,EQ
EMSLIMITED,EMS Limited,INE0OV601013,EQ
EMUDHRA,eMudhra Limited,INE01QM01018,EQ
ENDURANCE,Endurance Technologies Limited,INE913H01037,EQ
ENERGYDEV,Energy Development Company Limited,INE306C01019,EQ
ENGINERSIN,Engineers India Limited,INE510A01028,EQ
ENIL,Entertainment Network (India) Limited,INE265F01028,EQ
ENKEIWHEL,Enkei Wheels (India) Limited,INE130L01014,EQ
ENRIN,Siemens Energy India Limited,INE1NPP01017,EQ
ENTERO,Entero Healthcare Solutions Limited,INE010601016,EQ
EPACK,EPACK Durable Limited,INE0G5901015,EQ
EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,EQ
EPIGRAL,Epigral Limited,INE071N01016,EQ
EPL,EPL Limited,INE255A01020,EQ
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,EQ
ERIS,Eris Lifesciences Limited,INE406M01024,EQ
ESABINDIA,Esab India Limited,INE284A01012,EQ
ESCORTS,Escorts Kubota Limited,INE042A01014,EQ
ESSARSHPNG,Essar Shipping Limited,INE122M01019,EQ
ESSENTIA,Integra Essentia Limited,INE418N01035,EQ
ESTER,Ester Industries Limited,INE778B01029,EQ
ETERNAL,ETERNAL LIMITED,INE758T01015,EQ
ETHOSLTD,Ethos Limited,INE04TZ01018,EQ
EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,EQ
EUROBOND,Euro Panel Products Limited,INE505V01016,EQ
EUROPRATIK,Euro Pratik Sales Limited,INE198501012,EQ
EVEREADY,Eveready Industries India Limited,INE128A01029,EQ
EXCELINDUS,Excel Industries Limited,INE369A01029,EQ
EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,EQ
EXICOM,Exicom Tele-Systems Limited,INE777F01014,EQ
EXIDEIND,Exide Industries Limited,INE302A01020,EQ
EXPLEOSOL,Expleo Solutions Limited,INE201K01015,EQ
EXXARO,Exxaro Tiles Limited,INE0GFE01026,EQ
FABTECH,Fabtech Technologies Limited,INE0HF201011,EQ
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,EQ
FAZE3Q,Faze Three Limited,INE963C01033,EQ
FCL,Fineotex Chemical Limited,INE045J01034,EQ
FCSSOFT,FCS Software Solutions Limited,INE512B01022,EQ
FDC,FDC Limited,INE258B01022,EQ
FEDDERSHOL,Fedders Holding Limited,INE417D01020,EQ
FEDERALBNK,The Federal Bank  Limited,INE171A01029,EQ
FEDFINA,Fedbank Financial Services Limited,INE007N01010,EQ
FERMENTA,Fermenta Biotech Limited,INE225B01021,EQ
FIBERWEB,Fiberweb (India) Limited,INE296C01020,EQ
FIEMIND,Fiem Industries Limited,INE737H01014,EQ
FILATEX,Filatex India Limited,INE816B01035,EQ
FILATFASH,Filatex Fashions Limited,INE185E01021,EQ
FINCABLES,Finolex Cables Limited,INE235A01022,EQ
FINEORG,Fine Organic Industries Limited,INE686Y01026,EQ
FINKURVE,Finkurve Financial Services Limited,INE734I01027,EQ
FINOPB,Fino Payments Bank Limited,INE02NC01014,EQ
FINPIPE,Finolex Industries Limited,INE183A01024,EQ
FIRSTCRY,Brainbees Solutions Limited,INE02RE01045,EQ
FISCHER,Fischer Medical Ventures Limited,INE771F01041,EQ
FIVESTAR,Five-Star Business Finance Limited,INE128S01021,EQ
FLAIR,Flair Writing Industries Limited,INE00Y201027,EQ
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,EQ
FMGOETZE,Federal-Mogul Goetze (India) Limited.,INE529A01010,EQ
FMNL,Future Market Networks Limited,INE360L01017,EQ
FOODSIN,Foods & Inns Limited,INE976E01023,EQ
FORCEMOT,FORCE MOTORS LTD,INE451A01017,EQ
FORTIS,Fortis Healthcare Limited,INE061F01013,EQ
FOSECOIND,Foseco India Limited,INE519A01011,EQ
FRACTAL,Fractal Analytics Limited,INE212S01015,EQ
FREDUN,Fredun Pharmaceuticals Limited,INE194R01017,EQ
FRONTSP,Frontier Springs Limited,INE572D01014,EQ
FSL,Firstsource Solutions Limited,INE684F01012,EQ
FUSION,Fusion Finance Limited,INE139R01012,EQ
GABRIEL,Gabriel India Limited,INE524A01029,EQ
GAEL,Gujarat Ambuja Exports Limited,INE036B01030,EQ
GAIL,GAIL (India) Limited,INE129A01019,EQ
GAJA,Gaja Alternative Asset Management Limited,INE18UN01038,EQ
GALAPREC,Gala Precision Engineering Limited,INE0RE001014,EQ
GALAXYSURF,Galaxy Surfactants Limited,INE600K01018,EQ
GALLANTT,Gallantt Ispat Limited,INE297H01019,EQ
GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049,EQ
GANDHITUBE,Gandhi Special Tubes Limited,INE524B01027,EQ
GANECOS,Ganesha Ecosphere Limited,INE845D01014,EQ
GANESHCP,Ganesh Consumer Products Limited,INE652V01016,EQ
GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,EQ
GANGAFORGE,Ganga Forging Limited,INE691Z01023,EQ
GANGESSECU,Ganges Securities Limited,INE335W01016,EQ
GARFIBRES,Garware Technical Fibres Limited,INE276A01018,EQ
GARUDA,Garuda Construction and Engineering Limited,INE0JVO01026,EQ
GATEWAY,Gateway Distriparks Limited,INE079J01017,EQ
GAYAHWS,Gayatri Highways Limited,INE287Z01012,EQ
GCSL,Gretex Corporate Services Limited,INE199P01028,EQ
GEEKAYWIRE,Geekay Wires Limited,INE669X01032,EQ
GEMAROMA,Gem Aromatics Limited,INE06XZ01023,EQ
GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,EQ
GENESYS,Genesys International Corporation Limited,INE727B01026,EQ
GENUSPAPER,Genus Paper & Boards Limited,INE949P01018,EQ
GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029,EQ
GEOJITFSL,Geojit Financial Services Limited,INE007B01023,EQ
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,EQ
GFLLIMITED,GFL Limited,INE538A01037,EQ
GHCL,GHCL Limited,INE539A01019,EQ
GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013,EQ
GICHSGFIN,GIC Housing Finance Limited,INE289B01019,EQ
GICL,Globe International Carriers Limited,INE947T01022,EQ
GICRE,General Insurance Corporation of India,INE481Y01014,EQ
GILLANDERS,Gillanders Arbuthnot & Company Limited,INE047B01011,EQ
GILLETTE,Gillette India Limited,INE322A01010,EQ
GIPCL,Gujarat Industries Power Company Limited,INE162A01010,EQ
GKB,GKB Ophthalmics Limited,INE265D01015,EQ
GKENERGY,GK Energy Limited,INE1AG301022,EQ
GKSL,Gujarat Kidney And Super Speciality Limited,INE0V0W01025,EQ
GKWLIMITED,GKW Limited,INE528A01020,EQ
GLAND,Gland Pharma Limited,INE068V01023,EQ
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,EQ
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,EQ
GLFL,Gujarat Lease Financing Limited,INE540A01017,EQ
GLOBAL,Global Education Limited,INE291W01037,EQ
GLOBALE,Globale Tessile Limited,INE0URU01010,EQ
GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019,EQ
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,EQ
GLOBECIVIL,Globe Civil Projects Limited,INE0V3U01015,EQ
GLOBUSSPR,Globus Spirits Limited,INE615I01010,EQ
GLOSTERLTD,Gloster Limited,INE350Z01018,EQ
GLOTTIS,Glottis Limited,INE0TQE01026,EQ
GMBREW,GM Breweries Limited,INE075D01018,EQ
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,EQ
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,EQ
GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,EQ
GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,EQ
GNA,GNA Axles Limited,INE934S01014,EQ
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,EQ
GNRL,Gujarat Natural Resources Limited,INE207H01018,EQ
GOACARBON,Goa Carbon Limited,INE426D01013,EQ
GOCLCORP,GOCL Corporation Limited,INE077F01035,EQ
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,EQ
GODAVARIB,Godavari Biorefineries Limited,INE497S01012,EQ
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,EQ
GODIGIT,Go Digit General Insurance Limited,INE03JT01014,EQ
GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ
GODREJCP,Godrej Consumer Products Limited,INE102D01028,EQ
GODREJIND,Godrej Industries Limited,INE233A01035,EQ
GODREJPROP,Godrej Properties Limited,INE484J01027,EQ
GOKEX,Gokaldas Exports Limited,INE887G01027,EQ
GOKUL,Gokul Refoils and Solvent Limited,INE020J01029,EQ
GOKULAGRO,Gokul Agro Resources Limited,INE314T01033,EQ
GOLDIAM,Goldiam International Limited,INE025B01025,EQ
GOODLUCK,Goodluck India Limited,INE127I01024,EQ
GOODYEAR,Goodyear India Limited,INE533A01012,EQ
GOPAL,Gopal Snacks Limited,INE0L9R01028,EQ
GOYALALUM,Goyal Aluminiums Limited,INE705X01026,EQ
GPIL,Godawari Power And Ispat limited,INE177H01039,EQ
GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ
GPTHEALTH,GPT Healthcare Limited,INE486R01017,EQ
GPTINFRA,GPT Infraprojects Limited,INE390G01014,EQ
GRADIENTE,Gradiente Infotainment Limited,INE361K01017,EQ
GRANDOAK,Grand Oak Canyons Distillery Limited,INE926B01016,EQ
GRANULES,Granules India Limited,INE101D01020,EQ
GRAPHITE,Graphite India Limited,INE371A01025,EQ
GRASIM,Grasim Industries Limited,INE047A01021,EQ
GRAUWEIL,Grauer & Weil India Limited,INE266D01021,EQ
GRAVISSHO,Graviss Hospitality Limited,INE214F01026,EQ
GRAVITA,Gravita India Limited,INE024L01027,EQ
GREAVESCOT,Greaves Cotton Limited,INE224A01026,EQ
GREENLAM,Greenlam Industries Limited,INE544R01021,EQ
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,EQ
GREENPLY,Greenply Industries Limited,INE461C01038,EQ
GREENPOWER,Orient Green Power Company Limited,INE999K01014,EQ
GRINDWELL,Grindwell Norton Limited,INE536A01023,EQ
GRINFRA,G R Infraprojects Limited,INE201P01022,EQ
GRMOVER,GRM Overseas Limited,INE192H01020,EQ
GROBTEA,The Grob Tea Company Limited,INE646C01018,EQ
GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,EQ
GRPLTD,GRP Limited,INE137I01015,EQ
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,EQ
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,EQ
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,EQ
GSLSU,Global Surfaces Limited,INE0JSX01015,EQ
GSPCROP,GSP Crop Science Limited,INE713R01022,EQ
GSS,GSS Infotech Limited,INE871H01011,EQ
GTL,GTL Limited,INE043A01012,EQ
GTLINFRA,GTL Infrastructure Limited,INE221H01019,EQ
GTPL,GTPL Hathway Limited,INE869I01013,EQ
GUFICBIO,Gufic Biosciences Limited,INE742B01025,EQ
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,EQ
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,EQ
GUJENERGY,GUJARAT ENERGY LIMITED,INE844O01030,EQ
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,EQ
GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,EQ
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ
GULPOLY,Gulshan Polyols Limited,INE255D01024,EQ
GVPIL,GE Power India Limited,INE878A01011,EQ
GVPTECH,GVP Infotech Limited,INE382T01030,EQ
GVT&D,GE Vernova T&D India Limited,INE200A01026,EQ
GYFTR,Gyftr Limited,INE724A01017,EQ
HAL,Hindustan Aeronautics Limited,INE066F01020,EQ
HALDER,Halder Venture Limited,INE115S01010,EQ
HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,EQ
HAMPTON,Hampton Sky Realty Limited,INE299D01022,EQ
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ
HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ
HARDWYN,Hardwyn India Limited,INE626Z01029,EQ
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,EQ
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,EQ
HARSHA,Harsha Engineers International Limited,INE0JUS01029,EQ
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ
HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ
HAVELLS,Havells India Limited,INE176B01034,EQ
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,EQ
HAWKINCOOK,Hawkins Cookers Limited,INE979B01015,EQ
HAZOOR,Hazoor Multi Projects Limited,INE550F01049,EQ
HBESD,HB Estate Developers Limited,INE640B01021,EQ
HBLENGINE,HBL Engineering Limited,INE292B01021,EQ
HBPOR,HB Portfolio Limited,INE638B01025,EQ
HBSL,HB Stockholdings Limited,INE550B01022,EQ
HCC,Hindustan Construction Company Limited,INE549A01026,EQ
HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ
HCL-INSYS,HCL Infosystems Limited,INE236A01020,EQ
HCLTECH,HCL Technologies Limited,INE860A01027,EQ
HDBFS,HDB Financial Services Limited,INE756I01012,EQ
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,EQ
HDFCBANK,HDFC Bank Limited,INE040A01034,EQ
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,EQ
HEADSUP,Heads UP Ventures Limited,INE759V01019,EQ
HEALTHX,Health X Platform Limited,INE019J01013,EQ
HECPROJECT,HEC Infra Projects Limited,INE558R01013,EQ
HEG,HEG Limited,INE545A01024,EQ
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,EQ
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,EQ
HERANBA,Heranba Industries Limited,INE694N01015,EQ
HERITGFOOD,Heritage Foods Limited,INE978A01027,EQ
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,EQ
HESTERBIO,Hester Biosciences Limited,INE782E01017,EQ
HEXATRADEX,Hexa Tradex Limited,INE750M01017,EQ
HEXT,Hexaware Technologies Limited,INE093A01041,EQ
HFCL,HFCL Limited,INE548A01028,EQ
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,EQ
HGM,HandsOn Global Management (HGM) Limited,INE596H01014,EQ
HGS,Hinduja Global Solutions Limited,INE170I01016,EQ
HIKAL,Hikal Limited,INE475B01022,EQ
HILINFRA,Highway Infrastructure Limited,INE00RL01028,EQ
HILTON,Hilton Metal Forging Limited,INE788H01017,EQ
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,EQ
HINDADH,Hindustan Adhesives Limited,INE074C01013,EQ
HINDALCO,Hindalco Industries Limited,INE038A01020,EQ
HINDALUMI,Hind Aluminium Industries Limited,INE227B01019,EQ
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,EQ
HINDCON,Hindcon Chemicals Limited,INE642Y01029,EQ
HINDCOPPER,Hindustan Copper Limited,INE531E01026,EQ
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,EQ
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,EQ
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,EQ
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,EQ
HINDZINC,Hindustan Zinc Limited,INE267A01025,EQ
HIRECT,Hirect Limited,INE835D01023,EQ
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,EQ
HITECH,Hi-Tech Pipes Limited,INE106T01025,EQ
HLEGLAS,HLE Glascoat Limited,INE461D01028,EQ
HLVLTD,HLV LIMITED,INE102A01024,EQ
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,EQ
HNDFDS,Hindustan Foods Limited,INE254N01026,EQ
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,EQ
HONASA,Honasa Consumer Limited,INE0J5401028,EQ
HONAUT,Honeywell Automation India Limited,INE671A01010,EQ
HONDAPOWER,Honda India Power Products Limited,INE634A01018,EQ
HORIZONIND,Horizon Industrial Parks Limited,INE685T01010,EQ
HPAL,HP Adhesives Limited,INE0GSL01024,EQ
HPIL,Hindprakash Industries Limited,INE05X901010,EQ
HPL,HPL Electric & Power Limited,INE495S01016,EQ
HRYNSHP,Hariyana Ship Breakers Limited,INE400G01011,EQ
HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ
HTMEDIA,HT Media Limited,INE501G01024,EQ
HUBTOWN,Hubtown Limited,INE703H01016,EQ
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,EQ
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,EQ
IBULLSLTD,Indiabulls Limited,INE126M01010,EQ
ICDSLTD,ICDS Limited,INE613B01010,EQ
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,EQ
ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,EQ
ICICIBANK,ICICI Bank Limited,INE090A01021,EQ
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ
ICIL,Indo Count Industries Limited,INE483B01026,EQ
ICRA,ICRA Limited,INE725G01011,EQ
IDBI,IDBI Bank Limited,INE008A01015,EQ
IDEA,Vodafone Idea Limited,INE669E01016,EQ
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,EQ
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,EQ
IEX,Indian Energy Exchange Limited,INE022Q01020,EQ
IFBAGRO,IFB Agro Industries Limited,INE076C01018,EQ
IFBIND,IFB Industries Limited,INE559A01017,EQ
IFCI,IFCI Limited,INE039A01010,EQ
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ
